"ID";"P05";"P06";"P07";"P08";"P09";"P10_01";"P10_02";"P10_03";"P10_04";"P10_05";"P10_06";"P10_07";"P10_08";"P10_09";"P11";"P12";"P12_A";"P13_01";"P13_02";"P13_03";"P13_04";"P13_A";"P14";"P15";"P16";"P17";"P17_A_01";"P17_A_02";"P17_A_03";"P17_A_04";"P17_A_05";"P17_A_06";"P17_A_07";"P18";"P18_A";"P18_B";"P18_C_01";"P18_C_02";"P18_C_03";"P18_C_04";"P18_C_05";"P18_C_06";"P19";"P20_01";"P20_02";"P20_03";"P20_04";"P20_05";"P20_06";"P21_01";"P21_02";"P21_03";"P21_04";"P21_05";"P21_09";"P21_10";"P22_01";"P22_02";"P22_03";"P22_04";"P22_05";"P22_06";"P22_07";"P22_08";"P22_09";"P22_10";"P22_11";"P22_12";"P22_13";"P22_14";"P22_15";"P22_16";"P22_17";"P22_A";"P22_B";"P22_C";"P22_D";"P23";"P24";"P25";"P26";"P26_A";"P27";"P28_01";"P28_02";"P28_03";"P28_04";"P28_05";"P28_06";"P28_07";"P28_08";"P28_09";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_A_01";"P30_A_02";"P30_A_03";"P30_A_04";"P30_A_05";"P30_A_06";"P33";"P34";"P36";"P37";"P38";"VD_EDUCACAO";"VD_IDADE";"VD_REGIAO";"VD_OCUPACAO";"VD_RACA";"VD_RENDA";"VD_RELIGIAO";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_trab";"W1";"W2"
"2064";3;1;1;1;3;2;1;2;1;2;2;2;2;2;2;2;4;1;2;1;1;2;4;1;3;1;;;;;;;;11;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;2;2;1;2;;;2;2;2;2;2;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;1;4;1;1;2;1;9518913,45314225;2942917,92101343;3336804,26555338;6581932,49735434;1,61369580751832;58267,0129386532
"2065";3;3;1;1;3;1;1;2;2;2;2;2;2;2;2;2;3;1;2;2;2;2;1;1;3;1;;;;;;;;4;1;1;1;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;4;1;;4;2;2;2;2;2;1;2678539,92998988;4680529,27027831;3915537,04929414;1833996,26932857;0,166915366800768;6026,94745300066
"2066";3;2;1;1;3;1;1;1;1;1;1;1;1;1;2;2;3;1;2;2;2;2;4;2;2;2;2;2;1;1;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;2;3;1;4;3;96;13960677,4593904;7210035,70585308;9667487,9365852;19008208,2217878;0,661817067181837;23896,7613578978
"2067";3;1;1;2;3;1;1;1;1;1;1;1;1;1;2;2;4;1;1;1;1;2;1;1;2;1;;;;;;;;4;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;1;3;1;1;3;96;19504420,6018672;8791279,62274544;9667487,9365852;19008208,2217878;1,31937557466352;47639,7554741675
"2068";3;2;1;1;4;2;2;2;1;2;2;2;2;2;2;3;4;1;1;2;2;2;4;1;2;1;;;;;;;;11;1;2;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;4;3;1;2;1;2;1;1;2678539,92998988;6224087,26340164;6475161,96831011;9082972,15513015;1,02653244247496;37065,832871947
"2069";2;1;2;1;3;2;1;2;1;2;2;2;2;2;2;2;3;1;1;1;1;2;3;2;2;1;;;;;;;;11;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;3;4;1;1;3;1;9518913,45314225;2173701,16581883;3043136,18139733;6581932,49735434;0,708595024034809;25585,8106846031
"2070";3;2;1;1;3;2;1;2;2;1;2;2;2;2;2;2;5;1;2;2;2;2;3;1;3;1;;;;;;;;11;1;1;1;2;1;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;1;1;1;1;97;2;2;2;2;2;2;2;2;1;4;2;2;2;2;2;2;1;2;2;2;2;2;4;1;6;1;;4;2;2;2;4;97;1;14461864,302681;4680529,27027831;3915537,04929414;1833996,26932857;0,169451449245635;6118,51982242746
"2071";1;1;1;1;3;2;2;2;1;1;2;2;2;2;2;1;3;2;2;2;2;2;2;1;3;2;1;1;2;2;2;2;2;4;1;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;6;1;;3;1;2;2;2;3;2;2678539,92998988;6224087,26340164;6475161,96831011;1833996,26932857;0,289516209356766;10453,7947226147
"2072";3;1;1;1;4;2;1;1;1;1;2;2;2;2;2;2;5;1;2;2;1;2;4;1;2;1;;;;;;;;11;2;;;;;;;;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;;1;2;2;;;;2;2;2;1;2;2;2;2;2;4;1;1;1;2;1;1;1;2;2;2;2;2;4;1;;;1;4;3;3;1;1;2;96;19504420,6018672;6591591,83579349;9667487,9365852;19008208,2217878;0,801193681369216;28929,3449119761
"2073";2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;2;3;1;2;2;1;2;2;1;2;1;;;;;;;;4;1;2;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;6;2;;2;3;2;3;4;1;1;14461864,302681;4033401,53710101;3406005,68748633;12186583,0403909;0,978089750089543;35316,6735998875
"2074";2;1;1;1;2;1;2;2;1;2;2;2;2;2;3;2;5;2;2;2;2;2;4;1;3;1;;;;;;;;5;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;2;2;2;3;1;4;2;1;13960677,4593904;7210035,70585308;5572409,50746999;19008208,2217878;0,69907106247729;25241,9213414482
"2075";3;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;4;1;3;1;;;;;;;;12;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;2;2;3;1;1;1;5740319,00842639;4680529,27027831;6475161,96831011;12186583,0403909;1,2842252526514;46370,5545145222
"2076";2;1;1;1;4;2;1;2;1;2;2;2;2;2;1;2;3;1;1;1;1;2;4;1;3;2;2;2;1;2;2;2;2;12;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;4;1;6;1;;4;4;2;2;2;97;96;2678539,92998988;3470224,48658806;3915537,04929414;1833996,26932857;0,15169424070231;5477,34600569711
"2077";2;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;3;1;1;1;2;2;5;1;3;2;1;2;2;2;2;2;2;9;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;1;;3;4;2;2;4;1;1;14461864,302681;3470224,48658806;6475161,96831011;1833996,26932857;0,186910487959105;6748,92738119695
"2078";2;1;1;1;2;2;2;2;1;1;2;1;2;2;2;1;2;1;1;2;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;3;1;;3;1;3;2;4;1;96;13960677,4593904;8791279,62274544;11830617,0641027;3097231,98911423;0,562483386870092;20310,0402367284
"2079";3;2;1;1;3;2;1;2;1;2;2;2;2;2;2;2;5;1;1;1;1;2;4;1;2;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;1;2;2;2;1;2;3;1;6;1;;3;3;3;2;4;1;2;13960677,4593904;6591591,83579349;11830617,0641027;3097231,98911423;0,341569257525786;12333,3160159277
"2080";3;2;1;1;3;2;2;2;1;2;2;1;2;2;2;1;5;1;1;1;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;2;2;1;2;2;2;2;2;2;6;2;2;2;2;2;2;2;1;2;2;2;97;4;1;;;1;4;3;3;1;2;2;2;3804141,48667104;6591591,83579349;9667487,9365852;19008208,2217878;0,697732050085308;25193,5725436109
"2081";2;2;1;1;3;2;2;1;2;1;2;2;2;2;2;2;5;1;2;2;1;2;1;1;1;2;2;2;2;1;2;2;2;12;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;2;2;1;2;;;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;4;2;1;4;2;96;14461864,302681;3470224,48658806;3915537,04929414;9082972,15513015;0,546031697179613;19716,0058396682
"2082";3;3;1;1;3;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;3;3;4;3;1;1;1;2;19504420,6018672;6329164,84158728;11830617,0641027;19008208,2217878;1,04682476117587;37798,5439509448
"2083";1;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;97;1;1;1;1;2;5;1;2;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;;1;5;3;3;1;1;2;19504420,6018672;8798165,98063689;10649723,4784583;15614797,7757141;2,56204061586248;92509,6619934788
"2084";3;1;1;2;4;2;2;2;1;1;2;2;2;2;2;1;4;2;2;2;2;2;1;1;1;3;;;;;;;;;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;;1;5;4;3;1;1;1;9518913,45314225;2958888,4849002;4140324,63039441;5304273,64801839;2,36411535562697;85363,01536696
"2085";2;1;2;1;3;2;2;2;1;1;2;1;2;2;2;1;3;2;1;1;1;2;2;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;1;;2;1;3;2;1;2;1;19504420,6018672;8791279,62274544;5572409,50746999;3097231,98911423;0,578903509349608;20902,9348111028
"2086";3;1;1;1;3;1;2;2;1;1;2;2;2;2;2;2;3;1;1;1;2;2;4;1;2;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;1;3;3;3;1;1;1;19504420,6018672;6591591,83579349;10649723,4784583;15614797,7757141;3,07767180629384;111127,972275044
"2087";2;1;1;2;3;2;2;2;1;1;2;2;2;2;2;2;4;1;2;1;1;2;4;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;3;4;1;1;3;1;9518913,45314225;2173701,16581883;3043136,18139733;6581932,49735434;0,708595024034809;25585,8106846031
"2088";3;1;1;1;3;1;2;2;1;2;2;2;2;2;3;3;5;2;2;2;2;2;4;1;2;2;2;2;1;2;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;1;3;1;4;97;2;13960677,4593904;8791279,62274544;11830617,0641027;19008208,2217878;1,35411428600686;48894,0940762039
"2089";2;1;1;1;3;2;1;2;1;2;2;2;2;2;2;2;4;1;2;1;1;2;4;1;2;2;2;1;2;2;2;2;2;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;;2;2;2;3;4;1;1;14461864,302681;4680529,27027831;3406005,68748633;12186583,0403909;1,16481354090461;42058,859757084
"2090";3;2;1;3;3;1;2;2;2;2;2;2;2;2;2;2;5;1;1;1;1;2;1;97;3;2;1;2;2;2;2;2;2;4;1;2;1;2;2;2;1;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;2;2;2;2;2;2;2;2;1;5;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;;3;5;2;3;4;2;2;14461864,302681;4695308,90748061;6475161,96831011;12186583,0403909;1,57307071678122;56800,1300995305
"2091";1;1;1;1;2;2;2;2;1;2;2;2;2;2;3;3;3;1;2;2;1;2;2;97;3;2;2;1;2;2;2;2;2;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;1;;3;4;2;2;4;97;1;14461864,302681;3470224,48658806;6475161,96831011;1833996,26932857;0,186910487959105;6748,92738119695
"2092";2;1;1;2;3;1;1;2;1;2;2;2;2;2;2;2;3;1;2;1;97;2;4;1;3;2;2;1;1;2;2;2;2;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;;3;5;2;3;1;2;2;5740319,00842639;4695308,90748061;6475161,96831011;12186583,0403909;1,81403285132272;65500,7437750704
"2093";3;3;1;1;3;2;1;2;2;1;2;1;2;2;2;3;5;1;1;2;2;2;4;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;2;4;3;1;1;4;2;1;4846039,7630248;1203908,84087813;1263379,16937145;2895396,97531023;0,623481009276567;22512,5304690424
"2094";3;97;1;2;3;2;1;2;2;2;2;2;2;2;1;1;2;1;1;1;1;2;2;1;3;1;;;;;;;;4;1;1;2;2;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;1;2;;;2;1;2;2;2;2;2;2;2;7;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;2;4;5;3;1;4;2;1;13960677,4593904;8798165,98063689;9667487,9365852;19008208,2217878;0,504432121960721;18213,936505269
"2095";2;3;2;1;3;2;1;2;2;2;2;2;2;2;2;2;3;1;1;1;2;2;4;2;2;1;;;;;;;;11;2;;;;;;;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;2;2;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;2;6;1;;2;4;4;2;1;1;1;9518913,45314225;2202936,75527634;2061170,61624244;695229,54821483;0,264331498503176;9544,43010362923
"2096";3;1;1;1;2;2;1;2;1;2;2;2;2;2;3;3;4;1;2;2;2;2;4;1;1;2;1;2;1;2;2;2;2;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;1;1;2;2;2;2;1;;6;1;;1;4;3;2;2;1;2;3804141,48667104;6329164,84158728;10649723,4784583;3097231,98911423;0,901174748791047;32539,4417604318
"2097";2;1;2;1;1;2;2;2;2;1;2;2;2;2;2;3;3;1;2;2;2;2;4;1;3;2;2;2;1;2;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;2;3;2;3;1;4;2;96;13960677,4593904;7210035,70585308;11830617,0641027;19008208,2217878;0,898097170666837;32428,3171708111
"2098";1;3;97;1;2;2;2;2;1;2;2;2;2;2;3;1;97;2;2;2;1;2;4;1;2;2;1;2;2;2;2;2;2;12;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;1;;4;2;;1;5;2;3;4;1;1;14461864,302681;4695308,90748061;9306846,75975905;12186583,0403909;4,40905349822516;159201,242285797
"2099";3;1;1;1;3;2;1;2;2;2;2;2;2;2;1;2;3;1;1;1;2;2;4;1;3;2;2;2;2;1;2;2;2;4;1;1;1;2;1;2;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;1;1;1;2;2;2;2;2;2;6;1;1;2;2;2;2;1;2;2;2;2;2;4;1;2;1;;4;3;3;2;4;2;1;13960677,4593904;6591591,83579349;9667487,9365852;3097231,98911423;0,251705908490221;9088,54776619267
"2100";2;1;2;1;3;1;1;2;2;2;2;2;2;2;2;2;3;1;1;1;2;2;1;1;3;2;1;2;1;1;2;2;2;11;1;1;1;2;2;2;1;2;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;2;;;;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;;;4;2;1;3;1;4;2;2;13960677,4593904;8791279,62274544;5572409,50746999;19008208,2217878;1,05403083714385;38058,7395340946
"2101";3;1;2;1;3;2;2;2;1;2;2;2;2;2;2;3;4;1;1;2;2;2;4;1;3;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;;2;4;3;3;1;1;97;2;19504420,6018672;6591591,83579349;9667487,9365852;19008208,2217878;0,801193681369216;28929,3449119761
"2102";3;1;1;1;4;1;1;2;1;2;2;2;2;2;1;3;5;1;1;1;1;2;4;1;2;1;;;;;;;;11;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;1;2;2;2;1;2;2;2;2;4;2;2;1;2;2;2;2;2;2;2;2;2;3;1;;;4;3;2;2;1;1;1;96;5740319,00842639;4680529,27027831;6475161,96831011;9082972,15513015;0,840925644012079;30363,9788563686
"2103";2;1;2;1;3;1;1;1;1;1;1;1;1;1;2;2;5;1;2;2;2;2;1;1;3;1;;;;;;;;11;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;2;4;1;1;3;1;9518913,45314225;2302991,36657876;3336804,26555338;6581932,49735434;1,14072925376807;41189,2290226759
"2104";3;3;1;1;4;2;2;1;1;2;2;2;2;2;2;1;2;1;1;2;2;2;3;1;1;2;2;1;1;2;2;2;2;2;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;6;1;;3;3;5;2;1;3;1;2431431,47238272;1249912,24843949;1826530,14140164;468593,5955951;0,531253506813262;19182,39782924
"2105";3;3;1;1;4;2;2;2;2;2;1;2;2;2;3;1;5;1;1;1;1;2;4;1;3;2;2;2;2;1;2;2;2;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;;1;4;1;2;2;1;1;476787,49869405;867409,054416;2255487,24274484;522391,26454334;0,438683313197275;15839,8913642506
"2106";2;2;2;1;3;2;2;2;1;2;2;1;2;2;2;2;2;1;2;1;2;2;4;1;3;2;2;2;1;1;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;1;;3;2;1;2;4;1;1;4846039,7630248;1463776,52352921;2083133,06024781;522391,26454334;0,279230035667259;10082,3835727169
"2107";2;3;2;2;3;2;1;2;1;2;1;2;2;2;1;2;1;1;2;1;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;2;;;;2;2;2;1;2;2;2;2;2;2;1;2;1;2;1;2;1;2;2;2;2;2;4;1;;;1;4;1;3;1;1;3;2;19504420,6018672;8791279,62274544;9667487,9365852;19008208,2217878;1,31937557466352;47639,7554741675
"2108";3;1;1;2;4;1;1;2;1;2;2;2;2;2;2;2;4;1;2;2;2;2;4;2;2;1;;;;;;;;11;1;1;1;2;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;1;1;1;2;1;2;1;2;2;2;2;2;4;1;4;1;;4;1;3;2;1;3;1;19504420,6018672;8791279,62274544;9667487,9365852;3097231,98911423;0,5480533286292;19789,0025130693
"2109";2;1;1;1;4;2;2;2;1;2;1;2;2;2;1;1;5;2;1;1;2;2;5;1;3;1;;;;;;;;12;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;1;;3;3;2;2;1;97;1;5740319,00842639;4033401,53710101;6475161,96831011;1833996,26932857;0,199149902503541;7190,86577026606
"2110";3;2;1;1;4;1;1;1;1;1;1;1;1;1;3;3;97;1;1;1;1;2;5;1;2;1;;;;;;;;4;1;1;1;2;2;2;1;2;1;1;1;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;3;3;3;2;1;1;2;1;5740319,00842639;4033401,53710101;6475161,96831011;9082972,15513015;0,706122245416974;25496,5240773946
"2111";3;2;1;1;3;2;1;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;4;1;3;1;;;;;;;;12;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;1;2;;;;2;2;2;2;2;1;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;5;4;3;1;1;2;9518913,45314225;2958888,4849002;4140324,63039441;5304273,64801839;2,36411535562697;85363,01536696
"2112";2;2;1;2;3;2;2;2;1;1;2;2;2;2;2;2;4;1;1;1;2;2;4;1;3;2;1;1;2;2;2;2;2;4;1;1;2;1;1;2;1;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;2;;;;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;1;3;3;4;1;1;13960677,4593904;8791279,62274544;11830617,0641027;15614797,7757141;1,61073929835429;58160,2598833924
"2113";2;1;1;1;2;1;2;2;2;2;1;2;2;2;2;1;3;1;1;1;1;2;4;1;2;1;;;;;;;;11;1;1;1;2;1;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;1;1;2;;;1;2;2;2;2;2;2;2;2;5;2;2;2;2;1;2;2;2;2;2;2;2;2;1;;;1;2;2;3;1;1;1;2;19504420,6018672;7210035,70585308;5572409,50746999;19008208,2217878;0,924314594834533;33374,9708003738
"2114";2;2;1;1;3;2;1;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;1;2;1;1;;;;;;;;4;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;;2;5;3;3;3;2;2;450998,43868754;8798165,98063689;5572409,50746999;15614797,7757141;0,229910155800773;8301,55098647319
"2115";3;2;1;1;4;2;1;2;1;1;2;2;2;2;2;1;3;1;2;2;2;2;1;1;3;1;;;;;;;;11;1;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;2;3;1;2;1;1;3;2;5740319,00842639;6224087,26340164;6475161,96831011;9082972,15513015;1,20176221965963;43392,9954306442
"2116";2;1;2;1;3;2;2;2;1;1;2;2;2;2;2;1;3;1;1;1;1;1;3;97;3;2;1;2;2;2;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;2;3;1;4;2;1;13960677,4593904;7210035,70585308;11830617,0641027;19008208,2217878;0,898097170666837;32428,3171708111
"2117";2;1;1;1;3;1;1;1;1;1;1;1;2;2;1;1;4;1;1;2;2;2;1;1;3;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;1;3;3;1;1;1;19504420,6018672;8791279,62274544;11830617,0641027;15614797,7757141;2,12972603481319;76899,7315653233
